episode,character,line
S08E19,ELAINE,"Tell that to my father. Anyway, guess what? Beth Lookner called me."
S08E19,JERRY,"Ooh. Beth Lookner, still waitin' out hat marriage."
S08E19,ELAINE,What are you talking about? That marriage ended six months ago. She's already remarried.
S08E19,JERRY,I gotta get on that internet. I'm late on everything.
S08E19,ELAINE,"Anyway, Beth and her new husband Arnie have listed me a reference for an adoption agency. They're trying to get a baby. (Kramer and Mickey enter wearing the same shirt)"
S08E19,KRAMER,"Elaine, all right, who looks better in this shirt? Me or Mickey?"
S08E19,MICKEY,"We're double dating tonight, and if we wear the same shirt we'll look like idiots."
S08E19,ELAINE,"Hmm, turn around. (They turn around) Both so striking."
S08E19,KRAMER,Tell me about it. We just picked up two women at the Gap.
S08E19,ELAINE,How did you decide which one of you would date which girl? (They pause then look at each other)
S08E19,MARCY,"So I'm on 3rd Avenue, mindin' my own business, and, yada yada yada, I get a free massage and a facial."
S08E19,GEORGE,What a succinct story.
S08E19,MARCY,I'm surprised you drive a Cadillac.
S08E19,GEORGE,"Oh, it's not mine. It's my mother's."
S08E19,MARCY,Are you close with your parents?
S08E19,GEORGE,"Well, they gave birth to me, and, yada yada..."
S08E19,MARCY,Yada what?
S08E19,GEORGE,Yada yada yada...
S08E19,KAREN,"(To Mickey, wearing the shirt Elaine looked at for them) I like your shirt."
S08E19,MICKEY,"Oh, thank you. It's 100 cotton, and some wool."
S08E19,KRAMER,"Well, you too seem to have the same taste."
S08E19,JULIE,"Well I like it, too."
S08E19,KRAMER,Well I have the same shirt.
S08E19,MICKEY,"Yeah, well I'm wearin' it."
S08E19,JULIE,I like your shirt too.
S08E19,KAREN,"Oh, so do I."
S08E19,KRAMER,Oh. (Waiter approaches table)
S08E19,WAITER,"Anything to drink? Some wine, perhaps."
S08E19,MICKEY,I like Merlot.
S08E19,KAREN,I love Merlot.
S08E19,JULIE,I'm crazy about Merlot.
S08E19,KRAMER,I live for Merlot.
S08E19,WAITER,We're out of Merlot.
S08E19,AGENT,"So you, uh, know Betha and Arnie pretty well?"
S08E19,ELAINE,"Oh, yeah, yeah."
S08E19,AGENT,Do you socialize with them often?
S08E19,ELAINE,"Yeah, we got out to dinner a lot. Usually Chinese, well sometimes Thai. And we go to the movies, Arnie's a real film buff."
S08E19,AGENT,Oh.
S08E19,ELAINE,"Actually, I remember this one time, um, this is funny. Um, we went to see the movie Striptease. I don't know if you've seen... doesn't matter. Anyway, I was whispering something to Beth, and Arnie leens over to me, and he goes, ""Would you SHUT UP?!"" I mean, he barely even knew me. Where did he get ah-- But they're nice people. (Elaine tries to smile realizing her mistake)"
S08E19,GEORGE,"Oh, you're in here."
S08E19,JERRY,What're you doing here?
S08E19,GEORGE,I knew you had an appointment.
S08E19,JERRY,Well this is very awkward.
S08E19,GEORGE,"I'll leave when the guy comes in. I gotta tell you, I am loving this yada yada thing. You know, I can cross over my whole life story. (Picks up dental tool)"
S08E19,JERRY,"Hey, you don't play with that. That's going in my mouth."
S08E19,GEORGE,"Hey, what this thing? Whew!"
S08E19,JERRY,"All right, that's enough. Now get going. Get outta here. (Tim and his staff enter)"
S08E19,GEORGE,"Hey, Tim. Quick question. Is it normal for your teeth to make noises, like a hissing or a chirping?"
S08E19,JERRY,George...
S08E19,TIM,Um...
S08E19,GEORGE,"Fine, I'll make an appointment. (He leaves)"
S08E19,TIM,"All right, it is cavity time. Ah, here we go. Which reminds me, did you here the one about the rabbi and the farmer's daughter? Huh?"
S08E19,JERRY,Hey.
S08E19,TIM,Those aren't mahtzah balls.
S08E19,JERRY,"Tim, do you think you should be making jokes like that?"
S08E19,TIM,"Why not? I'm Jewish, remember?"
S08E19,JERRY,"I know, but..."
S08E19,TIM,"Jerry, it's our sense of humor that sustained us as a people for 3000 years."
S08E19,JERRY,5000.
S08E19,TIM,"5000, even better. Okay, Chrissie. Give me a schtickle of flouride."
S08E19,JERRY,And then he asked the assistant for a schtickle of flouride.
S08E19,ELAINE,Why are you so concerned about this?
S08E19,JERRY,I'll tell you why. Because I believe Whatley converted to Judaism just for the jokes. (Phone rings)
S08E19,PHONE,Would you be interested in a subscription to the New York Times?
S08E19,JERRY,Yes. (Slams down phone. Kramer and Mickey enter)
S08E19,KRAMER,I don't believe that.
S08E19,MICKEY,If you had gotten into the backseat of the car we could've figured this whole thing out.
S08E19,KRAMER,Why were you holding the door open for?
S08E19,MICKEY,Not for you! Who holds a door open for a man?
S08E19,KRAMER,"Well, I thought it was a nice gesture. But I guess I was wrong!"
S08E19,MICKEY,Let's just put they're names in a hat.
S08E19,KRAMER,"I don't even know their names! Look, why don't you just take the one that was on the left?"
S08E19,MICKEY,I'm not sure she was my type.
S08E19,KRAMER,"Oh, everybody's your type."
S08E19,MICKEY,What the hell does that mean?
S08E19,KRAMER,You've been married three times.
S08E19,MICKEY,"That's it, it's go time! (Charges toward Kramer, only to be held back by Jerry and Elaine)"
S08E19,JERRY,"All right, take it easy."
S08E19,ELAINE,"Hey, hey, hey!"
S08E19,KRAMER,"Come on, let him go. You want throw? Let's throw!"
S08E19,ELAINE,"Hey! Hold on a second. All right, look, I got an idea. Why don't you just show up early for your next date, sit across from each other, and see who the girls sit next to."
S08E19,MICKEY,That's not bad.
S08E19,KRAMER,"All right, so we let the girls decide."
S08E19,MICKEY,"Yeah, why should we knock ourselves out?"
S08E19,KRAMER,"Yeah, I wanna wear that shirt next time."
S08E19,MICKEY,"No, no one wears the shirt next time."
S08E19,KRAMER,"That's right, 'cause they already saw it."
S08E19,MICKEY,We'll look like idiots. (They exit)
S08E19,GEORGE,"Well, we were engaged to be married, uh, we bought the wedding invitations, and, uh, yada yada yada, I'm still single."
S08E19,MARCY,So what's she doing now?
S08E19,GEORGE,Yada.
S08E19,MARCY,"Speaking of ex's, my old boyfriend came over late last night, and, yada yada yada, anyway. I'm really tired today."
S08E19,ELAINE,"Beth, Arnie, hi. What's up?"
S08E19,ARNIE,Well our adoption application was denied.
S08E19,ELAINE,Really.
S08E19,BETH,The adoption agent seems to feel that Arnie has a violent temper.
S08E19,ELAINE,Oh.
S08E19,BETH,So we're just asking our friends what they may have said to the adoption agent.
S08E19,ELAINE,"Uh, you know, I just told them what kind people you are and, uh, yada yada yada, that is it."
S08E19,JERRY,How you doing?
S08E19,FATHER,I have a discomfort in my molar. (Enter Tim)
S08E19,TIM,"Well, the Curtis, why don't you come in? (To Jerry) Father Curtis, good guy. Oh, which reminds me, did you hear the one about the Pope and Raquel Welch on the lifeboat, huh? I'll tell you later. (Exits)"
S08E19,JERRY,"Whatley. (Like ""Newman"")"
S08E19,KRAMER,What are they doing here?
S08E19,MICKEY,I told you we should've gotten here a half hour early.
S08E19,KRAMER,"All right, all right. Now what're we gonna do?"
S08E19,MICKEY,"All right, don't panic. Let's just decide now. Which one do you want?"
S08E19,KRAMER,"All right, I'll take Julie."
S08E19,MICKEY,I knew you wanted her. That's who I wanted.
S08E19,KRAMER,"All right, I'll take Karen."
S08E19,MICKEY,"No, no, you think I'm fallin' for that? I'll take Karen."
S08E19,KRAMER,"All right, which one is Julie? (They walk over to the table and fight over who sits where) Hey, you ladies look lovely tonight. (Continue to struggle)"
S08E19,JERRY,"So Whatley sayd to me, ""Hey, I can make Catholic jokes, I used to be Catholic."""
S08E19,ELAINE,"You see, I don't think it is a Catholic joke. I think it's more of a Raquel Welch joke. What was it? No, I said hand me the buoys. (Laughing) Bouys!"
S08E19,JERRY,"Don't you see what Whatley is after? Total joke telling immunity. He's already got the two big religions covered, if he ever gets Polish citizenship there'll be no stopping him."
S08E19,ELAINE,So what're you gonna do?
S08E19,JERRY,I think this Father Curtis might be very interested to hear what Whatley has the Pope doing with Raquel Welch.
S08E19,ELAINE,"(Calling on phone) Hey, Beth, Arnie, it's Elaine. Um, thought you guys might wanna have lunch. Gimme a call. Bye."
S08E19,JERRY,They're not getting a baby so you're taking them out to lunch?
S08E19,ELAINE,Thought it would be nice.
S08E19,JERRY,Poor Beth.
S08E19,ELAINE,"Hey, Arnie's just as upset."
S08E19,JERRY,Oh screw him! (George enters)
S08E19,GEORGE,"Listen to this. Marcy comes up and she tells me her ex-boyfriend was over late last night, and ""yada yada yada, I'm really tired today."" You don't think she yada yada'd sex."
S08E19,ELAINE,(Raising hand) I've yada yada'd sex.
S08E19,GEORGE,Really?
S08E19,ELAINE,"Yeah. I met this lawyer, we went out to dinner, I had the lobster bisk, we went back to my place, yada yada yada, I never heard from him again."
S08E19,JERRY,But you yada yada'd over the best part.
S08E19,ELAINE,"No, I mentioned the bisk."
S08E19,GEORGE,"Well, I gotta do somethin'. (Walks over to bathroom. Kramer enters)"
S08E19,KRAMER,"Well, I gotta do somethin'."
S08E19,JERRY,George is already in there.
S08E19,KRAMER,"(Confused) No, Mickey and I, we can't work it out. You know, I'm thinking of asking that Karen out by myself."
S08E19,JERRY,I thought you were leaning towards Julie.
S08E19,KRAMER,"I was, but the one I thought was Julie turned out to be Karen."
S08E19,GEORGE,Well it was a helluva yada yada.
S08E19,MARCY,"He's moving to Seattle. We wanted to say goodbye, I was just getting out of the shower, and yada yada yada--"
S08E19,GEORGE,"All right, enough! Enough! From now on, no more yada yada's. Just give me the full story."
S08E19,MARCY,Okay.
S08E19,GEORGE,Tell me about the free facial.
S08E19,MARCY,"Okay, well, like I said I was on 3rd Avenue, and I stopped by a large department store."
S08E19,GEORGE,Which one?
S08E19,MARCY,Bloomingdale's.
S08E19,GEORGE,Very good. Go on.
S08E19,MARCY,"Oh, and I stole a Piaget watch."
S08E19,GEORGE,What's that?
S08E19,MARCY,"And then, I was on such a... high, that I went upstairs to the salon on the fifth floor, and got a massage and facial, and skipped out on the bill."
S08E19,GEORGE,Shoplifting.
S08E19,MARCY,"Well, what about you? You told me that you were engaged. What was the rest of that? (Pause)"
S08E19,JERRY,"Excuse me, Mother?"
S08E19,NUN,Sister.
S08E19,JERRY,"Sister, right. Do you know when Father Curtis has office hours?"
S08E19,NUN,Well not until tomorrow.
S08E19,JERRY,"Hmm, I really need to speak with him."
S08E19,FATHER,That's a kneeler.
S08E19,JERRY,Oh. (Adjusts accordingly)
S08E19,FATHER,"Tell me your sins, my son."
S08E19,JERRY,Well I should tell you that I'm Jewish.
S08E19,FATHER,That's no sin.
S08E19,JERRY,"Oh good. Anyway, I wanted to talk to you about Dr. Whatley. I have a suspicion that he's converted to Judaism just for the jokes."
S08E19,FATHER,And this offends you as a Jewish person.
S08E19,JERRY,"No, it offends me as a comedian. And it'll interest you that he's also telling Catholic jokes."
S08E19,FATHER,Well.
S08E19,JERRY,"And they're old jokes. I mean, the Pope and Raquel Welch in a lifeboat."
S08E19,FATHER,I haven't heard that one.
S08E19,JERRY,"Oh, I'm sure you have. They're out on the ocean and, yada yada yada, and she says, ""Those aren't buoys."" (Father starts laughing) Father..."
S08E19,FATHER,"One second... Well, if it would make you feel better I could speak to Dr. Whatley. I have to go back and have a wisdom teeth removed."
S08E19,JERRY,You know the difference between a dentist and a sadist don't you?
S08E19,FATHER,Um...
S08E19,JERRY,Newer magazines.
S08E19,FATHER,Now if you'll excuse me. (Closes door. George enters confessional.)
S08E19,GEORGE,"Jerry, I gotta talk to you."
S08E19,KRAMER,Hi.
S08E19,KAREN,"Hi, Kramer."
S08E19,KRAMER,Got a minute?
S08E19,KAREN,"Uh, actually my parents are over, but, would you like to meet them?"
S08E19,KRAMER,Sure.
S08E19,KAREN,"(Parents enter and are little people like Mickey) Mom, Dad."
S08E19,KRAMER,Hi.
S08E19,ARNIE,"Elaine, I have to ask you something. What exactly happened down there?"
S08E19,ELAINE,"Well, I don't know. I mean, I talked to him and, blah blah blah, he asked about you guys and, da da da da da, more questions, bleh bleh bleh...."
S08E19,ARNIE,"All right, shut up!"
S08E19,ELAINE,Again you are telling me to shut up?
S08E19,ARNIE,What?
S08E19,ELAINE,You yelled that time at the movies. That's why you're not getting the baby.
S08E19,ARNIE,Oh my God. How am I gonna tell Beth?
S08E19,ELAINE,"Look, I'll go down and talk to this adoption guy and I'll make sure that it all gets worked out."
S08E19,ARNIE,"All right, just don't screw it up this time! (He exits)"
S08E19,ELAINE,"See, again with the yelling. Not a fan of the yelling."
S08E19,JERRY,"(In pain) Oh, are you about done?"
S08E19,TIM,I'm just getting warmed up. Because I'm just a sadist with newer magazines.
S08E19,JERRY,Huh?
S08E19,TIM,Father Curtis told me about your little joke.
S08E19,JERRY,What about all your Jewish jokes?
S08E19,TIM,"I'm Jewish, you're not a dentist. You have no idea what my people have been through."
S08E19,JERRY,The Jews?
S08E19,TIM,"No, the dentists. You know, we have the highest suicide rate of any profession?"
S08E19,JERRY,Is that why it's so hard to get an appointment?
S08E19,KRAMER,"So, I'll uh... all right. (Hangs up)"
S08E19,JERRY,Date with Karen?
S08E19,KRAMER,"No, Julie. She's the one."
S08E19,JERRY,What happened to Karen?
S08E19,KRAMER,"Well, Mickey and her have a lot more in common. you know her parents are little people?"
S08E19,JERRY,"Oh, small world. So little people can have not little people children?"
S08E19,KRAMER,"Oh yeah, and vice versa. Mother Nature's a mad scientist, Jerry."
S08E19,JERRY,So you won't believe what happened with Whatley today. It got back to hime that I made this little dentist joke and he got all offended. Those people can be so touchy.
S08E19,KRAMER,"Those people, listen to yourself."
S08E19,JERRY,What?
S08E19,KRAMER,"You think that dentists are so different from me and you? They came to this country just like everybody else, in search of a dream."
S08E19,JERRY,"Kramer, he's just a dentist."
S08E19,KRAMER,"Yeah, and you're an anti-dentite."
S08E19,JERRY,I am not an anti-dentite!
S08E19,KRAMER,"You're a rabid anti-dentite! Oh, it starts with a few jokes and some slurs. ""Hey, denty!"" Next thing you know you're saying they should have their own schools."
S08E19,JERRY,They do have their own schools!
S08E19,KRAMER,Yeah!
S08E19,ELAINE,"One little baby, whatever you have in stock."
S08E19,AENT,Miss Benes...
S08E19,ELAINE,"Look it, look it, Ryan. These people are gettin' a baby. Period. Now we can do this the easy way, or we can do this the fun way."
S08E19,BETH,"Jerry, I'm sorry to bother you, but you always said you'd be there for me."
S08E19,JERRY,"Well, what's wrong?"
S08E19,BETH,I'm thinking of leaving Arnie.
S08E19,JERRY,Talk to me.
S08E19,BETH,"He met with Elaine, and I asked him what happened, and he yada yada'd me. I mean, could he be having an affair?"
S08E19,JERRY,"Well, I wouldn't put anything past anybody."
S08E19,BETH,But we just got married.
S08E19,JERRY,Well obviously that was a mistake. You need to forget about Arnie. The important thing is you're moving on.
S08E19,BETH,Why would Elaine do that to me?
S08E19,JERRY,"Forget about Elaine. Let's just focus on us. Come on, big hug. (Mickey and Karen enter)"
S08E19,MICKEY,Hey Jerry. Where's Kramer? I've got exciting news.
S08E19,JERRY,I'm kinda in the middle of something.
S08E19,MICKEY,Karen and I are getting married.
S08E19,JERRY,"Oh, congratulations. Her marriage just fell apart."
S08E19,MICKEY,(To Beth) How many is that for you?
S08E19,BETH,Two.
S08E19,MICKEY,"You're a lightweight. Come on, honey."
S08E19,ELAINE,Hey Jerry. What are you doing here with Beth?
S08E19,JERRY,Beth and Arnie broke up.
S08E19,ELAINE,So they don't want a baby?
S08E19,JERRY,(Shaking his head no) Pff.
S08E19,ELAINE,(Realizes her mistake) I think I'm gonna be sick. (George enters alone)
S08E19,JERRY,"Hey, where's Marcy?"
S08E19,GEORGE,"She, uh, went shopping for some shoes for the wedding and, yada yada yada, I'll see her in six to eight months. (Kramer and Julie enter)"
S08E19,JERRY,"Hey, Kramer, over here."
S08E19,KRAMER,I just assume not sit next to you.
S08E19,JERRY,"Kramer... Oh look, there's Mickey and his parents."
S08E19,ELAINE,Nice looking family.
S08E19,JERRY,Very handsome.
S08E19,KRAMER,(To Mr. Abbott) How ya doing?
